"artists","danceability","energy","liveness","tempo","loudness","acousticness","speechiness"
"Adele Kern",0.45,0.19,0.23,0.4,0.74,0.98,0.28
"Adelina Fernandes",0.55,0.16,0.17,0.53,0.78,1,0.04
"Adelitas Way",0.49,0.93,0.17,0.56,0.92,0,0.06
"Adema",0.43,0.95,0.08,0.64,0.9,0,0.12
"Adeva",0.81,0.71,0.05,0.55,0.81,0.02,0.04
"Adhir Bagchi",0.53,0.61,0.24,0.43,0.82,0.9,0.16
"Adiemus",0.3,0.41,0.16,0.69,0.71,0.8,0.07
"Adina Howard",0.71,0.68,0.13,0.39,0.88,0.1,0.11
"Adinath Mangeshkar",0.83,0.55,0.1,0.49,0.76,0.98,0.05
"Admiral Bailey",0.72,0.56,0.06,0.55,0.89,0.13,0.39
"Adnia Rice",0.58,0.27,0.62,0.67,0.73,0.6,0.28
"Adolescent's Orquesta",0.64,0.71,0.17,0.47,0.87,0.47,0.04
"Adolescents",0.43,0.93,0.3,0.49,0.86,0,0.08
"Adolf Busch",0.42,0.15,0.12,0.47,0.66,0.98,0.04
"Adolf Stark and Aino Karelia",0.4,0.11,0.07,0.37,0.75,0.97,0.07
"Adolfo Berón",0.7,0.32,0.11,0.53,0.69,0.94,0.07
"Adolfo Echeverria",0.69,0.7,0.26,0.47,0.83,0.12,0.06
"Adolfo Tango",0.31,0.21,0.2,0.51,0.71,0.94,0.05
"Adolph Baller",0.34,0.16,0.17,0.41,0.7,0.95,0.06
"Adolph Deutsch",0.31,0.21,0.22,0.52,0.66,0.88,0.07
"Adolph Green",0.51,0.33,0.46,0.4,0.73,0.89,0.19
"Adolphe Adam",0.28,0.14,0.23,0.44,0.64,0.89,0.05
"Adolphe Bérard",0.49,0.24,0.3,0.44,0.75,0.99,0.06
"Adolphus Hailstork",0.14,0,0.08,0.64,0.37,0.94,0.04
"Adrenalize",0.58,0.7,0.08,0.69,0.88,0.07,0.04
"Adrian Charras",0.5,0.23,0.18,0.53,0.81,0.96,0.04
"Adrian Crush",0.76,0.4,0.04,0.44,0.81,0.08,0.37
"Adrian Delgado",0.86,0.86,0.96,0.59,0.94,0,0.11
"Adrian Gurvitz",0.47,0.57,0.07,0.4,0.88,0.47,0.03
"Adrian Marcel",0.85,0.53,0.25,0.47,0.87,0.05,0.07
"Adrian Zmed",0.66,0.59,0.13,0.64,0.85,0.18,0.03
"Adriana Calcanhotto",0.46,0.32,0.09,0.4,0.84,0.84,0.04
"Adriana Caselotti",0.42,0.22,0.24,0.56,0.73,0.84,0.05
"Adriana Chamorro",0.72,0.59,0.3,0.49,0.93,0.66,0.03
"Adriana Figueroa",0.44,0.11,0.08,0.64,0.69,0.97,0.04
"Adriana Lazzarini",0.32,0.19,0.12,0.48,0.75,0.99,0.03
"Adriana Proenza",0.52,0.13,0.09,0.51,0.67,0.89,0.04
"Adriana Szuster",0.63,0.51,0.08,0.38,0.87,0.63,0.07
"Adrianna Caselotti",0.58,0.16,0.45,0.55,0.63,0.88,0.24
"Adrianne Lenker",0.44,0.17,0.12,0.71,0.76,0.94,0.05
"Adrianne Pieczonka",0.31,0.12,0.26,0.6,0.7,0.91,0.04
"Adriano Banchieri",0.39,0.13,0.47,0.44,0.73,0.99,0.05
"Adriano Celentano",0.76,0.51,0.15,0.5,0.79,0.4,0.07
"Adriel Favela",0.79,0.74,0.14,0.49,0.88,0.38,0.04
"Adrienne Albert",0.62,0.13,0.17,0.48,0.69,0.96,0.06
"Adrián Patiño",0.61,0.49,0.18,0.51,0.8,0.96,0.05
"Advance",0.81,0.56,0.06,0.52,0.8,0.18,0.06
"Adventure Club",0.57,0.66,0.1,0.63,0.9,0.02,0.05
"Adventure Time",0.58,0.29,0.15,0.5,0.73,0.86,0.08
"Aegis",0.43,0.6,0.08,0.64,0.88,0.53,0.05
"Aeon Soul",0.64,0.58,0.19,0.49,0.83,0.09,0.03
"Aer",0.84,0.68,0.14,0.49,0.86,0.15,0.09
"Aero Chord",0.57,0.74,0.19,0.78,0.91,0.04,0.04
"Aerosmith",0.45,0.79,0.26,0.59,0.85,0.08,0.05
"Aerospace",0.77,0.56,0.05,0.62,0.8,0,0.07
"Aesop Rock",0.69,0.71,0.23,0.5,0.85,0.22,0.32
"Afife Hanım",0.39,0.26,0.32,0.69,0.79,0.99,0.05
"Aflacko",0.78,0.47,0.2,0.45,0.81,0.68,0.28
"Afourteen",0.72,0.89,0.27,0.42,0.97,0.03,0.3
"Afric Simone",0.57,0.89,0.38,0.43,0.87,0.38,0.22
"African Doctor",0.86,0.9,0.07,0.56,0.93,0.01,0.05
"Afrika 70",0.71,0.94,0.3,0.61,0.89,0.39,0.17
"Afrika Bambaataa",0.87,0.86,0.16,0.58,0.86,0.05,0.12
"Afro B",0.97,0.63,0.07,0.5,0.87,0.02,0.1
"Afro Celt Sound System",0.64,0.82,0.08,0.45,0.86,0.05,0.04
"Afro-Cuban All Stars",0.59,0.5,0.14,0.63,0.79,0.35,0.04
"Afrojack",0.71,0.83,0.28,0.57,0.91,0.1,0.1
"Afroman",0.87,0.47,0.15,0.59,0.84,0.19,0.38
"Afrosound",0.73,0.69,0.1,0.45,0.88,0.17,0.04
"Afsal",0.44,0.36,0.26,0.31,0.81,0.98,0.31
"After 7",0.69,0.63,0.14,0.52,0.83,0.14,0.04
"After The Burial",0.47,0.94,0.21,0.57,0.9,0,0.14
"After The Fire",0.69,0.74,0.08,0.56,0.85,0.18,0.06
"Afu-Ra",0.84,0.86,0.48,0.41,0.92,0.21,0.26
"Afzal Lahori",0.51,0.35,0.64,0.44,0.85,0.95,0.08
"Against All Authority",0.38,0.99,0.17,0.44,0.93,0.01,0.18
"Against Me!",0.52,0.78,0.24,0.59,0.89,0.14,0.12
"Against The Current",0.47,0.67,0.24,0.67,0.88,0.06,0.09
"Agapitos",0.39,0.69,0.28,0.49,0.88,0.77,0.05
"Agatha Lee Monn",0.31,0.12,0.26,0.8,0.72,0.85,0.06
"Agatha Reilly",0.33,0,0.11,0.39,0.41,0.99,0.05
"Agathoklis Mouskas",0.44,0.42,0.27,0.33,0.81,0.99,0.07
"Agent Orange",0.3,0.92,0.25,0.72,0.84,0.17,0.1
"Agent Steel",0.12,0.99,0.23,0.88,0.93,0,0.19
"Agha",0.49,0.3,0.33,0.45,0.72,0.99,0.13
"Agnes",0.62,0.92,0.11,0.59,0.93,0.01,0.03
"Agnes Baltsa",0.29,0.19,0.49,0.45,0.66,0.97,0.06
"Agnes Giebel",0.28,0.3,0.37,0.52,0.79,0.92,0.05
"Agnes Moorehead",0.53,0.44,0.35,0.5,0.79,0.78,0.4
"Agnes Obel",0.44,0.14,0.12,0.54,0.65,0.96,0.04
"Agnes Varda",0.48,0.3,0.13,0.47,0.77,0.79,0.03
"Agnetha Fältskog",0.6,0.38,0.05,0.47,0.71,0.06,0.03
"Agnieszka Duczmal",0.12,0.06,0.17,0.35,0.62,0.99,0.05
"Agnostic Front",0.27,0.96,0.27,0.6,0.88,0.01,0.15
"Ago",0.94,0.56,0.04,0.58,0.88,0.05,0.05
"Agua Marina",0.76,0.52,0.05,0.47,0.79,0.39,0.04
"Aguaturbia",0.27,0.83,0.05,0.39,0.87,0,0.07
"Agung, tambul, and dabakan",0.59,0.62,0.06,0.7,0.78,0.1,0.06
"Agust D",0.58,0.79,0.16,0.53,0.91,0.01,0.13
"Agustin Magaldi",0.61,0.22,0.42,0.48,0.74,0.95,0.17
"Agustín Barrios Mangoré",0.36,0.04,0.09,0.47,0.51,0.98,0.05
"Agustín Irusta",0.71,0.32,0.25,0.58,0.79,0.97,0.11
"Agustín Lara",0.46,0.27,0.23,0.5,0.75,0.89,0.04
"Agustín León Ara",0.14,0.02,0.12,0.32,0.41,0.97,0.05
"Ahlam",0.44,0.19,0.1,0.57,0.75,0.76,0.08
"Ahmad Jamal",0.59,0.19,0.25,0.49,0.68,0.82,0.05
"Ahmad Jamal Quintet",0.57,0.23,0.14,0.52,0.72,0.63,0.04
"Ahmad Jamal Trio",0.54,0.33,0.5,0.51,0.68,0.66,0.06
"Ahmad Lewis",0.66,0.66,0.72,0.54,0.86,0.2,0.29
"Ahmad Zahir",0.31,0.37,0.16,0.44,0.72,0.89,0.04
"Ahmed Dilawar",0.39,0.25,0.53,0.37,0.85,0.99,0.05
"Ahmed Party",0.53,0.09,0.3,0.83,0.84,1,0.24
"Ahmet Celal Bey",0.4,0.29,0.28,0.31,0.78,1,0.19
"Ahmet Kaya",0.59,0.29,0.24,0.5,0.71,0.91,0.03
"Ahmet Üstün",0.37,0.32,0.2,0.42,0.82,0.99,0.03
"Aibohponhcet",0.81,0.91,0.07,0.55,0.84,0,0.27
"Aida Cuevas",0.6,0.29,0.13,0.6,0.78,0.55,0.04
"Aiden",0.38,0.96,0.06,0.55,0.92,0,0.13
"Aiko",0.49,0.22,0.16,0.61,0.73,0.89,0.32
"Aim",0.79,0.72,0.19,0.46,0.86,0.04,0.08
"Aimee B",0.8,0.76,0.1,0.44,0.89,0.21,0.06
"Aimee Mann",0.58,0.54,0.24,0.57,0.81,0.37,0.04
"Aimer",0.36,0.89,0.14,0.79,0.88,0,0.09
"Aimie Atkinson",0.74,0.53,0.09,0.66,0.85,0.3,0.19
"Aine Minogue",0.49,0.13,0.07,0.46,0.65,0.99,0.04
"Air",0.47,0.53,0.19,0.56,0.81,0.44,0.04
"Air Supply",0.45,0.44,0.21,0.56,0.8,0.46,0.03
"Air Traffic Controller",0.62,0.73,0.2,0.51,0.89,0.13,0.1
"Airbourne",0.56,0.91,0.28,0.57,0.91,0,0.06
"Airiel",0.19,0.94,0.1,0.48,0.87,0,0.04
"Airplay",0.6,0.53,0.18,0.43,0.77,0.35,0.09
"Airship Express",0.26,0.12,0.1,0.64,0.64,0.96,0.08
"Aisha Badru",0.48,0.15,0.11,0.66,0.73,0.99,0.04
"Aitana",0.64,0.78,0.11,0.58,0.9,0.04,0.06
"Ajit Merchant",0.79,0.36,0.13,0.56,0.83,0.99,0.1
"Aka Odko",0.79,0.49,0.38,0.42,0.82,0.02,0.19
"Akademie für Alte Musik Berlin",0.19,0.1,0.11,0.49,0.6,0.94,0.05
"Akano",0.66,0.65,0.11,0.62,0.86,0.03,0.04
"Ake Surachet",0.76,0.62,0.23,0.51,0.89,0.39,0.03
"Akin",0.56,0.75,0.11,0.83,0.87,0.66,0.08
"Akina Nakamori",0.54,0.68,0.24,0.57,0.92,0.56,0.03
"Akinyele",0.64,0.75,0.17,0.37,0.89,0.05,0.31
"Akira Ishikawa",0.71,0.72,0.02,0.49,0.81,0,0.04
"Akira Yamaoka",0.36,0.43,0.12,0.55,0.76,0.66,0.04
"Akitoshi Igarashi",0.61,0.28,0.09,0.48,0.7,0.91,0.04
"Akkineni Nageswara Rao",0.49,0.38,0.46,0.43,0.79,0.97,0.09
"Ako",0.78,0.88,0.48,0.55,0.91,0.12,0.17
"Akon",0.74,0.65,0.19,0.53,0.88,0.11,0.12
"Akwid",0.85,0.53,0.1,0.49,0.83,0.2,0.31
"Akylla",0.3,0.74,0.34,0.64,0.94,0,0.04
"Al Alberts",0.42,0.22,0.22,0.55,0.76,0.7,0.04
"Al B. Sure!",0.68,0.4,0.11,0.49,0.74,0.21,0.04
"Al Bano",0.38,0.5,0.31,0.86,0.81,0.44,0.04
"Al Bano And Romina Power",0.71,0.57,0.06,0.5,0.84,0.36,0.03
"Al Bowlly",0.47,0.08,0.14,0.49,0.66,0.98,0.06
"Al Caiola",0.5,0.42,0.19,0.57,0.77,0.82,0.04
"Al Casey",0.56,0.19,0.17,0.4,0.8,0.98,0.03
"Al Chernet",0.2,0.41,0.35,0.65,0.78,0.95,0.04
"Al Cohn",0.43,0.31,0.46,0.78,0.73,0.91,0.07
"Al Corley",0.75,0.67,0.08,0.57,0.79,0.24,0.03
"Al Dexter & His Troopers",0.76,0.28,0.07,0.94,0.77,0.91,0.26
"Al Di Meola",0.43,0.6,0.27,0.53,0.76,0.43,0.05
"Al Green",0.69,0.41,0.12,0.51,0.79,0.33,0.05
"Al Gromer Khan",0.68,0.07,0.11,0.32,0.57,0.89,0.04
"Al Haig Quartet",0.38,0.56,0.27,0.46,0.75,0.83,0.03
"Al Haig Trio",0.53,0.26,0.22,0.62,0.72,0.93,0.04
"Al Hazan",0.49,0.56,0.1,0.63,0.84,0.58,0.04
"Al Hibbler",0.25,0.16,0.11,0.37,0.77,0.98,0.04
"Al Hirt",0.44,0.47,0.16,0.54,0.81,0.63,0.04
"Al Hudson",0.78,0.39,0.1,0.55,0.78,0.38,0.08
"Al Hurricane",0.57,0.57,0.19,0.6,0.85,0.63,0.03
"Al Hurricane, Jr.",0.69,0.67,0.35,0.55,0.87,0.78,0.06
"Al Jacobs",0.23,0.13,0.12,0.45,0.65,0.99,0.03
"Al Jarreau",0.64,0.48,0.2,0.53,0.75,0.34,0.05
"Al Johnson",0.63,0.56,0.05,0.41,0.79,0.41,0.07
"Al Jolson",0.49,0.45,0.21,0.49,0.79,0.74,0.12
"Al Kooper",0.46,0.53,0.25,0.53,0.81,0.29,0.04
"Al Martino",0.34,0.32,0.21,0.49,0.78,0.69,0.03
"Al Petteway",0.41,0.37,0.11,0.5,0.69,0.77,0.04
"Al Philip Jere Syncopators",0.54,0.49,0.12,0.48,0.8,0.96,0.05
"Al Stewart",0.52,0.56,0.13,0.51,0.81,0.24,0.03
"Al Stillman",0.21,0.28,0.13,0.78,0.8,0.98,0.04
"Al Valdés y su Orquesta",0.83,0.38,0.1,0.49,0.8,0.78,0.04
"Al Viola",0.57,0.06,0.11,0.63,0.62,0.97,0.06
"Al Wilson",0.39,0.42,0.12,0.81,0.8,0.48,0.03
"Al. Bebe",0.32,0.23,0.36,0.52,0.72,1,0.04
"Alabama",0.55,0.46,0.23,0.54,0.78,0.28,0.04
"Alabama 3",0.62,0.79,0.51,0.61,0.83,0.12,0.1
"Alabama Jr.Pettis",0.4,0.74,0.29,0.62,0.87,0.24,0.05
"Alabama Shakes",0.53,0.67,0.13,0.48,0.88,0.47,0.06
"Alabina",0.64,0.97,0.34,0.47,0.95,0.17,0.07
"Alacranes Musical",0.64,0.78,0.15,0.69,0.92,0.31,0.08
"Alain Barrière",0.42,0.39,0.1,0.47,0.83,0.82,0.03
"Alain Bashung",0.75,0.54,0.14,0.52,0.81,0.22,0.03
"Alain Boublil",0.34,0.21,0.44,0.44,0.71,0.76,0.03
"Alain Delon",0.57,0.55,0.14,0.57,0.82,0.73,0.05
"Alain Planes",0.27,0.02,0.07,0.3,0.5,0.99,0.04
"Alain Souchon",0.71,0.8,0.22,0.51,0.84,0.04,0.03
"Alaine",0.68,0.58,0.06,0.39,0.9,0.32,0.15
"Alan Braden",0.21,0.31,0.11,0.38,0.75,0.6,0.04
"Alan Braxe",0.86,0.85,0.3,0.57,0.88,0.03,0.22
"Alan Bristow",0.18,0.18,0.23,0.34,0.74,0.93,0.03
"Alan Cavé",0.76,0.64,0.14,0.36,0.84,0.59,0.05
"Alan Cumming",0.6,0.3,0.35,0.51,0.81,0.81,0.14
"Alan Davies",0.7,0.19,0.19,0.5,0.71,0.87,0.08
"Alan Dudley",0.68,0.41,0.63,0.57,0.79,0.91,0.17
"Alan Friedman",0.76,0.7,0.16,0.54,0.9,0,0.03
"Alan Gilbert",0.47,0.27,0.17,0.47,0.77,0.91,0.06
"Alan Hale",0.53,0.88,0.3,0.37,0.86,0.98,0.23
"Alan Hawkshaw",0.53,0.49,0.17,0.5,0.71,0.42,0.06
"Alan Howarth",0.56,0.52,0.15,0.57,0.77,0.3,0.04
"Alan Jackson",0.62,0.5,0.16,0.57,0.82,0.37,0.03
"Alan Jay Lerner",0.6,0.36,0.31,0.49,0.7,0.88,0.82
"Alan Lomax",0.5,0.28,0.17,0.57,0.8,0.91,0.17
"Alan Loveday",0.55,0.19,0.09,0.49,0.72,0.83,0.05
"Alan Menken",0.28,0.18,0.18,0.51,0.67,0.85,0.07
"Alan Mills",0.78,0.17,0.09,0.53,0.69,0.91,0.27
"Alan Mills and the Four Shipmates",0.81,0.32,0.14,0.45,0.73,0.93,0.06
"Alan Moorhouse",0.56,0.7,0.15,0.56,0.83,0.11,0.04
"Alan Palomo",0.67,0.93,0.23,0.53,0.92,0.1,0.05
"Alan Parker",0.57,0.64,0.14,0.62,0.79,0.07,0.05
"Alan Parsons",0.4,0.62,0.12,0.64,0.87,0.21,0.07
"Alan Rickman",0.29,0.2,0.76,0.37,0.73,0.89,0.05
"Alan Silvestri",0.24,0.29,0.14,0.44,0.73,0.83,0.04
"Alan Tam",0.47,0.28,0.17,0.45,0.77,0.71,0.03
"Alan Titus",0.16,0.13,0.1,0.32,0.69,0.96,0.04
"Alan Umstead",0.3,0,0.12,0.23,0.47,0.91,0.05
"Alan Walker",0.62,0.73,0.17,0.58,0.9,0.1,0.06
"Alan Watts",0.64,0.67,0.16,0.38,0.86,0.01,0.06
"Alan Wayne",0.86,0.88,0.11,0.64,0.94,0.25,0.28
"Alan Wilder",0.51,0.6,0.18,0.43,0.82,0.19,0.04
"Alanis Morissette",0.47,0.65,0.27,0.54,0.85,0.18,0.06
"Alanna Ubach",0.46,0.57,0.1,0.31,0.86,0.32,0.12
"Alannah Myles",0.61,0.56,0.18,0.52,0.83,0.18,0.05
"Alasdair Fraser",0.28,0.34,0.24,0.55,0.8,0.39,0.04
"Alaska Y Dinarama",0.59,0.81,0.11,0.63,0.85,0.19,0.04
"Alaska Y Los Pegamoides",0.66,0.88,0.24,0.57,0.89,0,0.05
"Alauddin",0.74,0.25,0.23,0.6,0.86,0.99,0.36
"Alaíde Costa",0.61,0.42,0.1,0.58,0.77,0.24,0.04
"Alban Berg",0.33,0.15,0.14,0.48,0.65,0.96,0.07
"Alban Berg Quartett",0.2,0.04,0.09,0.45,0.52,0.94,0.05
"Albeli",0.58,0.2,0.17,0.4,0.8,0.99,0.27
"Albert Ammons & Pete Johnson",0.57,0.67,0.2,0.55,0.78,0.98,0.04
"Albert Ayler",0.34,0.71,0.36,0.4,0.81,0.35,0.1
"Albert Collins",0.67,0.6,0.1,0.56,0.81,0.16,0.05
"Albert Cornellier",0.44,0.13,0.22,0.58,0.68,0.99,0.13
"Albert Hammond",0.55,0.58,0.18,0.47,0.81,0.32,0.03
"Albert Hammond Jr",0.5,0.6,0.1,0.68,0.87,0.49,0.05
"Albert Hay Malotte",0.15,0.22,0.11,0.31,0.74,0.98,0.04
"Albert King",0.62,0.39,0.2,0.55,0.76,0.34,0.05
"Albert Linville",0.61,0.25,0.12,0.54,0.76,0.87,0.23
"Albert Lortzing",0.37,0.11,0.12,0.56,0.71,0.94,0.04
"Albert Nova",0.79,0.84,0.12,0.59,0.85,0,0.12
"Albert Préjean",0.51,0.3,0.28,0.47,0.77,0.97,0.11
"Albert Schweitzer",0.12,0.19,0.22,0.37,0.71,0.82,0.04
"Alberta Hunter",0.69,0.42,0.07,0.35,0.79,0.32,0.1
"Albertina Walker",0.46,0.54,0.05,0.45,0.77,0.6,0.08
"Alberto ""Beto"" Zapata",0.28,0.57,0.2,0.36,0.85,0.64,0.04
"Alberto Albertini",0.42,0.22,0.12,0.35,0.75,0.98,0.17
"Alberto Arenas",0.53,0.39,0.2,0.53,0.83,0.96,0.06
"Alberto Beltran",0.61,0.48,0.23,0.55,0.82,0.83,0.05
"Alberto Cortez",0.43,0.65,0.2,0.53,0.9,0.49,0.05
"Alberto Erede",0.33,0.18,0.25,0.47,0.68,0.97,0.07
"Alberto Fontán Luna",0.36,0.45,0.27,0.45,0.77,0.99,0.07
"Alberto Gomez",0.48,0.08,0.19,0.48,0.68,0.97,0.08
"Alberto Martini",0.44,0.28,0.19,0.53,0.7,0.87,0.04
"Alberto Pedraza",0.69,0.5,0.11,0.84,0.83,0.09,0.17
"Alberto Pedraza Con Su Ritmo Y Sabor",0.73,0.65,0.11,0.43,0.85,0.13,0.03
"Alberto Pedraza Islas",0.62,0.61,0.06,0.87,0.83,0.09,0.18
"Alberto Rabagliati",0.42,0.26,0.17,0.54,0.76,0.98,0.05
"Alberto Ruiz",0.79,0.74,0.11,0.58,0.87,0.02,0.09
"Alberto Ruiz Lavadenz",0.63,0.46,0.3,0.46,0.77,0.95,0.05
"Alberto Vazquez",0.47,0.48,0.18,0.56,0.85,0.71,0.05
"Alberto Y Roberto",0.7,0.58,0.09,0.64,0.86,0.42,0.03
"Albino Gaggi",0.26,0.16,0.18,0.47,0.7,0.99,0.04
"Alborosie",0.74,0.74,0.35,0.58,0.89,0.03,0.27
"Alcatrazz",0.45,0.89,0.19,0.58,0.86,0,0.09
"Alceo Galliera",0.28,0.11,0.12,0.43,0.65,0.96,0.05
"Alceu Valença",0.64,0.81,0.22,0.62,0.87,0.12,0.14
"Alcides Briceño",0.41,0.3,0.09,0.55,0.71,0.88,0.06
"Alcides Caminha",0.65,0.34,0.15,0.6,0.73,0.64,0.05
"Alcoholics Anonymous",0.69,0.23,0.24,0.48,0.68,0.79,1
"Alda Noni",0.45,0.07,0.09,0.51,0.69,0.99,0.06
"Aldenhoff",0.23,0.16,0.51,0.44,0.6,0.97,0.07
"Aldo Bertocci",0.37,0.12,0.25,0.53,0.65,0.97,0.06
"Aldo Campoamor",0.47,0.43,0.38,0.53,0.79,0.97,0.05
"Aldo Campoamor & Hector Insua",0.44,0.33,0.33,0.56,0.75,0.94,0.05
"Aldo Ciccolini",0.45,0.02,0.09,0.58,0.42,0.99,0.07
"Aldo Dona & Elena Beltrami con Orchestra Pippo Barzizza",0.64,0.14,0.19,0.63,0.6,0.99,0.07
"Aldo Donà",0.59,0.46,0.25,0.59,0.77,0.97,0.05
"Aldo Marin",0.75,0.78,0.11,0.54,0.82,0.02,0.07
"Aldo Monges",0.46,0.35,0.1,0.41,0.79,0.86,0.03
"Aldo Nova",0.39,0.78,0.1,0.57,0.87,0.1,0.07
"Aldo Protti",0.38,0.23,0.32,0.42,0.7,0.97,0.08
"Aldo Trujillo",0.73,0.5,0.12,0.59,0.86,0.68,0.06
"Ale M. Z.",0.8,0.74,0.11,0.59,0.88,0,0.08
"Aleanne Francois",0.6,0.04,0.72,0.39,0.61,0.9,0.38
"Alec ""Guitar Slim"" Seward",0.55,0.27,0.14,0.47,0.74,0.93,0.05
"Alec Benjamin",0.67,0.58,0.17,0.55,0.88,0.63,0.06
"Alec Redshaw",0.5,0.07,0.13,0.46,0.7,0.99,0.1
"Alec Wilder",0.11,0.16,0.11,0.37,0.69,0.95,0.04
"Aled Jones",0.36,0.18,0.07,0.45,0.74,0.84,0.03
"Alee",0.53,0.98,0.34,0.72,0.92,0.09,0.27
"Alegre All Stars",0.53,0.78,0.4,0.48,0.88,0.71,0.08
"Alejandra Guzman",0.57,0.62,0.26,0.6,0.83,0.24,0.04
"Alejandra Zambrini",0.5,0.17,0.14,0.48,0.75,0.92,0.11
"Alejandro ""Mosty"" Patiño",0.71,0.88,0.09,0.47,0.93,0.13,0.22
"Alejandro Algara",0.35,0.22,0.22,0.49,0.71,0.95,0.04
"Alejandro Cardona",0.48,0.69,0.16,0.68,0.85,0.48,0.08
"Alejandro Escovedo",0.48,0.83,0.26,0.65,0.89,0,0.04
"Alejandro Fernández",0.56,0.44,0.2,0.57,0.83,0.59,0.04
"Alejandro Filio",0.55,0.08,0.1,0.69,0.69,0.87,0.04
"Alejandro Lerner",0.63,0.44,0.12,0.55,0.81,0.35,0.03
"Alejandro Sanz",0.55,0.64,0.15,0.54,0.87,0.38,0.05
"Aleko Efendi",0.33,0.4,0.61,0.47,0.82,0.99,0.04
"Alekos Dimou",0.34,0.41,0.2,0.52,0.84,0.6,0.04
"Alekos Kitsakis",0.55,0.43,0.21,0.46,0.8,0.83,0.04
"Aleks Nikolov",0.8,0.53,0.1,0.58,0.82,0,0.07
"Aleks Syntek",0.63,0.67,0.3,0.57,0.87,0.32,0.04
"Aleksis Zoympas-Violi",0.28,0.29,0.12,0.44,0.74,0.99,0.04
"Alena Cherny",0.38,0.01,0.09,0.33,0.46,1,0.06
"Alesana",0.31,0.97,0.34,0.68,0.91,0,0.14
"Alessandra De Negri",0.56,0.07,0.1,0.48,0.67,0.95,0.07
"Alessandro Corbelli",0.45,0.26,0.07,0.63,0.71,0.98,0.08
"Alessandro Marcello",0.47,0.01,0.09,0.42,0.43,0.99,0.04
"Alessandro Safina",0.28,0.33,0.11,0.61,0.83,0.52,0.04
"Alessandro Scarlatti",0.32,0.06,0.14,0.36,0.63,0.99,0.06
"Alessi Brothers",0.66,0.34,0.12,0.6,0.77,0.46,0.03
"Alessia Cara",0.52,0.6,0.16,0.49,0.87,0.29,0.14
"Alessio Bax",0.3,0.04,0.08,0.33,0.49,0.99,0.04
"Alesso",0.56,0.78,0.17,0.57,0.9,0.09,0.05
"Alestorm",0.49,0.91,0.19,0.62,0.91,0,0.11
"Alex & Sierra",0.48,0.34,0.12,0.58,0.86,0.74,0.03
"Alex Banin",0.81,0.61,0.11,0.48,0.84,0.07,0.18
"Alex Boniello",0.54,0.54,0.11,0.83,0.85,0.58,0.38
"Alex Brightman",0.53,0.75,0.25,0.43,0.88,0.34,0.23
"Alex Bueno",0.71,0.56,0.13,0.64,0.81,0.46,0.04
"Alex Bueno y Su Orquesta",0.48,0.44,0.07,0.74,0.73,0.83,0.04
"Alex Bugnon",0.61,0.54,0.14,0.39,0.8,0.22,0.03
"Alex C.",0.58,0.86,0.14,0.64,0.89,0.01,0.04
"Alex Campos",0.44,0.66,0.72,0.63,0.88,0.45,0.04
"Alex Clare",0.58,0.71,0.11,0.58,0.91,0.01,0.04
"Alex DB",0.8,0.49,0.06,0.59,0.86,0,0.06
"Alex Denada",0.8,0.86,0.09,0.59,0.85,0,0.07
"Alex Ebert",0.55,0.5,0.21,0.37,0.84,0.18,0.08
"Alex Foster",0.63,0.15,0.11,0.48,0.7,0.92,0.12
"Alex G",0.67,0.49,0.12,0.49,0.82,0.51,0.04
"Alex Gargolas",0.77,0.79,0.25,0.45,0.86,0.25,0.07
"Alex Gaudino",0.63,0.95,0.29,0.59,0.9,0,0.04
"Alex Guesta",0.78,0.87,0.46,0.57,0.9,0,0.18
"Alex Hope",0.39,0.54,0.12,0.6,0.86,0.59,0.04
"Alex Isley",0.34,0.18,0.11,0.41,0.69,0.83,0.04
"Alex Kenji",0.75,0.82,0.27,0.58,0.9,0,0.05
"Alex Klingle",0.39,0.76,0.22,0.6,0.89,0.13,0.07
"Alex Lacamoire",0.41,0.35,0.14,0.53,0.81,0.77,0.06
"Alex Manga",0.61,0.54,0.11,0.67,0.82,0.53,0.06
"Alex Natale DJ",0.85,0.87,0.12,0.56,0.88,0.01,0.05
"Alex Newell",0.65,0.8,0.23,0.57,0.92,0.31,0.07
"Alex Norton",0.55,0.74,0.06,0.56,0.83,0.34,0.13
"Alex Orbison",0.45,0.36,0.09,0.47,0.83,0.83,0.03
"Alex Pro",0.69,0.58,0.33,0.78,0.86,0,0.05
"Alex Rose",0.73,0.59,0.2,0.57,0.88,0.2,0.1
"Alex Somers",0.12,0.25,0.26,0.44,0.7,0.92,0.04
"Alex Spanador Mosely",0.73,0.6,0.25,0.48,0.8,0.06,0.09
"Alex Turner",0.47,0.48,0.21,0.51,0.78,0.41,0.04
"Alex Ubago",0.55,0.51,0.12,0.56,0.86,0.51,0.04
"Alex Van Halen",0.35,0.52,0.13,0.77,0.83,0.03,0.03
"Alex Wiley",0.6,0.82,0.12,0.63,0.89,0.04,0.08
"Alex Young",0.85,0.7,0.09,0.58,0.91,0.02,0.05
"Alex de Grassi",0.52,0.21,0.08,0.55,0.68,0.89,0.05
"Alexa Vega",0.64,0.69,0.11,0.44,0.87,0.01,0.04
"Alexander 'Skip' Spence",0.37,0.5,0.26,0.37,0.78,0.49,0.05
"Alexander 23",0.63,0.31,0.12,0.35,0.79,0.88,0.04
