"group","axis","value"
"Axel Stordahl Orchestra","energy",0.1491125
"Axel Stordahl Orchestra","liveness",0.264675
"Axel Stordahl Orchestra","tempo",97.241125
"Axel Thesleff","danceability",0.7
"Axel Thesleff","energy",0.546
"Axel Thesleff","liveness",0.172
"Axel Thesleff","tempo",80.004
"Axwell","danceability",0.546666667
"Axwell","energy",0.826666667
"Axwell","liveness",0.2577
"Axwell","tempo",128.686
"Axwell /\ Ingrosso","danceability",0.586333333
"Axwell /\ Ingrosso","energy",0.746333333
"Axwell /\ Ingrosso","liveness",0.232733333
"Axwell /\ Ingrosso","tempo",126.049
"Ayah Marar","danceability",0.725
"Ayah Marar","energy",0.874
"Ayah Marar","liveness",0.0958
"Ayah Marar","tempo",127.985
"Ayana","danceability",0.7
"Ayana","energy",0.632
"Ayana","liveness",0.0911
"Ayana","tempo",77.918
"Ayano Tsuji","danceability",0.641
"Ayano Tsuji","energy",0.669
"Ayano Tsuji","liveness",0.117
"Ayano Tsuji","tempo",134.925
"Ayden","danceability",0.547
"Ayden","energy",0.886
"Ayden","liveness",0.193
"Ayden","tempo",145.055
"Ayla Nereo","danceability",0.818
"Ayla Nereo","energy",0.719
"Ayla Nereo","liveness",0.0779
"Ayla Nereo","tempo",98.009
"Aymara musicians","danceability",0.574
"Aymara musicians","energy",0.384
"Aymara musicians","liveness",0.344
"Aymara musicians","tempo",93.838
"Aymara pan-pipe orchestra","danceability",0.642
"Aymara pan-pipe orchestra","energy",0.567
"Aymara pan-pipe orchestra","liveness",0.234
"Aymara pan-pipe orchestra","tempo",206.492
"Ayo & Teo","danceability",0.804
"Ayo & Teo","energy",0.886
"Ayo & Teo","liveness",0.266
"Ayo & Teo","tempo",144.946
"Ayub Ogada","danceability",0.584
"Ayub Ogada","energy",0.05495
"Ayub Ogada","liveness",0.0797
"Ayub Ogada","tempo",112.013
"Ayumi Hamasaki","danceability",0.576
"Ayumi Hamasaki","energy",0.578
"Ayumi Hamasaki","liveness",0.315
"Ayumi Hamasaki","tempo",126.947
"Az Yet","danceability",0.549
"Az Yet","energy",0.499666667
"Az Yet","liveness",0.123333333
"Az Yet","tempo",151.9373333
"AzChike","danceability",0.835
"AzChike","energy",0.57
"AzChike","liveness",0.0784
"AzChike","tempo",99.964
"Azealia Banks","danceability",0.755888889
"Azealia Banks","energy",0.701888889
"Azealia Banks","liveness",0.079611111
"Azealia Banks","tempo",128.1918889
"Aziz Khan","danceability",0.643
"Aziz Khan","energy",0.203
"Aziz Khan","liveness",0.171
"Aziz Khan","tempo",102.862
"Azizi Gibson","danceability",0.878
"Azizi Gibson","energy",0.22
"Azizi Gibson","liveness",0.166
"Azizi Gibson","tempo",94.97
"Aztec Camera","danceability",0.589833333
"Aztec Camera","energy",0.675333333
"Aztec Camera","liveness",0.150766667
"Aztec Camera","tempo",129.195
"Azucar Moreno","danceability",0.721333333
"Azucar Moreno","energy",0.867
"Azucar Moreno","liveness",0.043266667
"Azucar Moreno","tempo",102.348
"Azucena Maizani","danceability",0.5622
"Azucena Maizani","energy",0.2602
"Azucena Maizani","liveness",0.3209
"Azucena Maizani","tempo",85.6654
"Azul Violeta","danceability",0.604
"Azul Violeta","energy",0.752
"Azul Violeta","liveness",0.2402
"Azul Violeta","tempo",153.048
"Azumi Inoue","danceability",0.592357143
"Azumi Inoue","energy",0.495785714
"Azumi Inoue","liveness",0.201607143
"Azumi Inoue","tempo",134.7995
"Azymuth","danceability",0.611
"Azymuth","energy",0.5576
"Azymuth","liveness",0.0914
"Azymuth","tempo",98.7336
"Aşık Veysel","danceability",0.477
"Aşık Veysel","energy",0.328
"Aşık Veysel","liveness",0.339
"Aşık Veysel","tempo",90.403
"B Jayamma","danceability",0.554346154
"B Jayamma","energy",0.419
"B Jayamma","liveness",0.485603846
"B Jayamma","tempo",120.4576154
"B!G","danceability",0.759333333
"B!G","energy",0.831666667
"B!G","liveness",0.127666667
"B!G","tempo",150.5063333
"B*Witched","danceability",0.686
"B*Witched","energy",0.932
"B*Witched","liveness",0.072566667
"B*Witched","tempo",122.345
"B-Legit","danceability",0.815933333
"B-Legit","energy",0.528466667
"B-Legit","liveness",0.2541
"B-Legit","tempo",92.81313333
"B-Movie","danceability",0.329
"B-Movie","energy",0.591
"B-Movie","liveness",0.166
"B-Movie","tempo",152.861
"B-Real","danceability",0.55875
"B-Real","energy",0.811333333
"B-Real","liveness",0.260916667
"B-Real","tempo",125.9629167
"B-Rock & The Bizz","danceability",0.846
"B-Rock & The Bizz","energy",0.841
"B-Rock & The Bizz","liveness",0.0484
"B-Rock & The Bizz","tempo",135.045
"B. B. & Q. Band","danceability",0.868
"B. B. & Q. Band","energy",0.682
"B. B. & Q. Band","liveness",0.0427
"B. B. & Q. Band","tempo",109.484
"B. Chagy","danceability",0.2194
"B. Chagy","energy",0.14
"B. Chagy","liveness",0.1114
"B. Chagy","tempo",78.3234
"B. D'Addario as Flounder","danceability",0.6
"B. D'Addario as Flounder","energy",0.261
"B. D'Addario as Flounder","liveness",0.593
"B. D'Addario as Flounder","tempo",137.821
"B. N. Bali","danceability",0.343
"B. N. Bali","energy",0.37
"B. N. Bali","liveness",0.259
"B. N. Bali","tempo",135.049
"B. Nandekar","danceability",0.484
"B. Nandekar","energy",0.122
"B. Nandekar","liveness",0.142
"B. Nandekar","tempo",124.674
"B. Swanson Quartet","danceability",0.6245
"B. Swanson Quartet","energy",0.292
"B. Swanson Quartet","liveness",0.319
"B. Swanson Quartet","tempo",142.7315
"B.B And Six Others","danceability",0.46
"B.B And Six Others","energy",0.216
"B.B And Six Others","liveness",0.206
"B.B And Six Others","tempo",78.428
"B.B. King","danceability",0.560192308
"B.B. King","energy",0.530993077
"B.B. King","liveness",0.255784231
"B.B. King","tempo",111.3493
"B.E.R.","danceability",0.618
"B.E.R.","energy",0.648
"B.E.R.","liveness",0.171
"B.E.R.","tempo",129.917
"B.G.","danceability",0.815
"B.G.","energy",0.7592
"B.G.","liveness",0.11578
"B.G.","tempo",131.652
"B.G. Knocc Out","danceability",0.671
"B.G. Knocc Out","energy",0.799333333
"B.G. Knocc Out","liveness",0.3018
"B.G. Knocc Out","tempo",142.4916667
"B.J. Slater","danceability",0.219
"B.J. Slater","energy",0.05
"B.J. Slater","liveness",0.114
"B.J. Slater","tempo",74.359
"B.J. Thomas","danceability",0.5318
"B.J. Thomas","energy",0.4552
"B.J. Thomas","liveness",0.1712
"B.J. Thomas","tempo",114.762
"B.K. Sumitra","danceability",0.367
"B.K. Sumitra","energy",0.288
"B.K. Sumitra","liveness",0.306
"B.K. Sumitra","tempo",72.175
"B.M.U. (Black Men United)","danceability",0.719
"B.M.U. (Black Men United)","energy",0.551
"B.M.U. (Black Men United)","liveness",0.536
"B.M.U. (Black Men United)","tempo",96.159
"B.S. Nanji","danceability",0.4645
"B.S. Nanji","energy",0.3665
"B.S. Nanji","liveness",0.387
"B.S. Nanji","tempo",69.978
"B.S. Raja Iyengar","danceability",0.582875
"B.S. Raja Iyengar","energy",0.4355
"B.S. Raja Iyengar","liveness",0.366125
"B.S. Raja Iyengar","tempo",104.958375
"B.T. Express","danceability",0.667285714
"B.T. Express","energy",0.7
"B.T. Express","liveness",0.139228571
"B.T. Express","tempo",122.7054286
"B.W. Stevenson","danceability",0.714
"B.W. Stevenson","energy",0.649
"B.W. Stevenson","liveness",0.05645
"B.W. Stevenson","tempo",121.7125
"B.o.B","danceability",0.703272727
"B.o.B","energy",0.691431818
"B.o.B","liveness",0.166845455
"B.o.B","tempo",114.5335
"B.o.B. /Krizz Kaliko","danceability",0.772
"B.o.B. /Krizz Kaliko","energy",0.719
"B.o.B. /Krizz Kaliko","liveness",0.331
"B.o.B. /Krizz Kaliko","tempo",138.031
"B2K","danceability",0.8087
"B2K","energy",0.6159
"B2K","liveness",0.08518
"B2K","tempo",102.5416
"B5","danceability",0.76
"B5","energy",0.555
"B5","liveness",0.14
"B5","tempo",125.964
"BABYMETAL","danceability",0.616
"BABYMETAL","energy",0.985
"BABYMETAL","liveness",0.111
"BABYMETAL","tempo",109.979
"BACK-ON","danceability",0.469
"BACK-ON","energy",0.942
"BACK-ON","liveness",0.306
"BACK-ON","tempo",179.951
"BADBADNOTGOOD","danceability",0.545666667
"BADBADNOTGOOD","energy",0.530333333
"BADBADNOTGOOD","liveness",0.140833333
"BADBADNOTGOOD","tempo",113.7628333
"BAEKHYUN","danceability",0.649
"BAEKHYUN","energy",0.767
"BAEKHYUN","liveness",0.0929
"BAEKHYUN","tempo",149.918
"BAINS.","danceability",0.716
"BAINS.","energy",0.558
"BAINS.","liveness",0.0712
"BAINS.","tempo",169.741
"BANKS","danceability",0.505
"BANKS","energy",0.473428571
"BANKS","liveness",0.158685714
"BANKS","tempo",122.9358571
"BANNERS","danceability",0.531
"BANNERS","energy",0.7374
"BANNERS","liveness",0.1888
"BANNERS","tempo",119.1926
"BAYNK","danceability",0.805
"BAYNK","energy",0.658
"BAYNK","liveness",0.124
"BAYNK","tempo",114.972
"BBC Concert Orchestra","danceability",0.206
"BBC Concert Orchestra","energy",0.19
"BBC Concert Orchestra","liveness",0.131
"BBC Concert Orchestra","tempo",79.811
"BBC Philharmonic","danceability",0.112233333
"BBC Philharmonic","energy",0.017593333
"BBC Philharmonic","liveness",0.087966667
"BBC Philharmonic","tempo",73.25866667
"BBC Symphony Orchestra","danceability",0.23975
"BBC Symphony Orchestra","energy",0.2006125
"BBC Symphony Orchestra","liveness",0.264375
"BBC Symphony Orchestra","tempo",97.74775
"BBMAK","danceability",0.624
"BBMAK","energy",0.945
"BBMAK","liveness",0.0867
"BBMAK","tempo",104.77
"BENEE","danceability",0.757444444
"BENEE","energy",0.574333333
"BENEE","liveness",0.145644444
"BENEE","tempo",102.2234444
"BETWEEN FRIENDS","danceability",0.273
"BETWEEN FRIENDS","energy",0.565
"BETWEEN FRIENDS","liveness",0.0855
"BETWEEN FRIENDS","tempo",179.518
"BIA","danceability",0.757666667
"BIA","energy",0.684333333
"BIA","liveness",0.1185
"BIA","tempo",110.618
"BIGBANG","danceability",0.695111111
"BIGBANG","energy",0.760444444
"BIGBANG","liveness",0.256022222
"BIGBANG","tempo",121.4246667
"BILL SCHNEE","danceability",0.388
"BILL SCHNEE","energy",0.252
"BILL SCHNEE","liveness",0.249
"BILL SCHNEE","tempo",80.585
"BJ The Chicago Kid","danceability",0.5597
"BJ The Chicago Kid","energy",0.6382
"BJ The Chicago Kid","liveness",0.29752
"BJ The Chicago Kid","tempo",107.033
"BLACKPINK","danceability",0.701666667
"BLACKPINK","energy",0.78175
"BLACKPINK","liveness",0.251883333
"BLACKPINK","tempo",115.7898333
"BLIND.SEE","danceability",0.916
"BLIND.SEE","energy",0.445
"BLIND.SEE","liveness",0.381
"BLIND.SEE","tempo",140.124
"BLUE ENCOUNT","danceability",0.517
"BLUE ENCOUNT","energy",0.939
"BLUE ENCOUNT","liveness",0.0814
"BLUE ENCOUNT","tempo",94.959
"BMW KENNY","danceability",0.933
"BMW KENNY","energy",0.632
"BMW KENNY","liveness",0.102
"BMW KENNY","tempo",140.108
"BOB SCHWARZ","danceability",0.416
"BOB SCHWARZ","energy",0.4545
"BOB SCHWARZ","liveness",0.6425
"BOB SCHWARZ","tempo",104.902
"BONES","danceability",0.737571429
"BONES","energy",0.501
"BONES","liveness",0.131271429
"BONES","tempo",128.2264286
"BOOTS","danceability",0.702
"BOOTS","energy",0.545
"BOOTS","liveness",0.282
"BOOTS","tempo",120.008
"BOYSTYLE","danceability",0.54
"BOYSTYLE","energy",0.913
"BOYSTYLE","liveness",0.208
"BOYSTYLE","tempo",132.109
"BR549","danceability",0.625
"BR549","energy",0.789
"BR549","liveness",0.11
"BR549","tempo",165.642
"BRADIO","danceability",0.45
"BRADIO","energy",0.857
"BRADIO","liveness",0.202
"BRADIO","tempo",139.064
"BRELAND","danceability",0.839666667
"BRELAND","energy",0.367
"BRELAND","liveness",0.158
"BRELAND","tempo",136.952
"BRIDGE","danceability",0.749
"BRIDGE","energy",0.659
"BRIDGE","liveness",0.181
"BRIDGE","tempo",114.964
"BRL","danceability",0.274
"BRL","energy",0.399
"BRL","liveness",0.0792
"BRL","tempo",80.877
"BROCKHAMPTON","danceability",0.694422222
"BROCKHAMPTON","energy",0.5934
"BROCKHAMPTON","liveness",0.21852
"BROCKHAMPTON","tempo",111.1678222
"BRONSON","danceability",0.735
"BRONSON","energy",0.65
"BRONSON","liveness",0.109
"BRONSON","tempo",122.048
"BROWN & GRAY","danceability",0.633
"BROWN & GRAY","energy",0.782
"BROWN & GRAY","liveness",0.139
"BROWN & GRAY","tempo",127.991
"BRYOZA","danceability",0.916
"BRYOZA","energy",0.445
"BRYOZA","liveness",0.381
"BRYOZA","tempo",140.124
"BTS","danceability",0.614798387
"BTS","energy",0.786451613
"BTS","liveness",0.202608065
"BTS","tempo",123.7954476
"BUCK-TICK","danceability",0.577
"BUCK-TICK","energy",0.79
"BUCK-TICK","liveness",0.086
"BUCK-TICK","tempo",113.036
"BURNOUT SYNDROMES","danceability",0.421333333
"BURNOUT SYNDROMES","energy",0.954666667
"BURNOUT SYNDROMES","liveness",0.34
"BURNOUT SYNDROMES","tempo",122.4333333
"Ba Thet","danceability",0.616
"Ba Thet","energy",0.0267
"Ba Thet","liveness",0.306
"Ba Thet","tempo",63.98
"Baaba Maal","danceability",0.478
"Baaba Maal","energy",0.704
"Baaba Maal","liveness",0.09
"Baaba Maal","tempo",149.903
"Baatish","danceability",0.374
"Baatish","energy",0.732
"Baatish","liveness",0.207
"Baatish","tempo",166.242
"Baauer","danceability",0.452
"Baauer","energy",0.794
"Baauer","liveness",0.416
"Baauer","tempo",137.825
"Baba Brooks & His Band","danceability",0.875
"Baba Brooks & His Band","energy",0.525
"Baba Brooks & His Band","liveness",0.0733
"Baba Brooks & His Band","tempo",129.447
"Baba Mama","danceability",0.875
"Baba Mama","energy",0.53
"Baba Mama","liveness",0.0817
"Baba Mama","tempo",120.059
"Babasónicos","danceability",0.581333333
"Babasónicos","energy",0.689666667
"Babasónicos","liveness",0.163766667
"Babasónicos","tempo",128.5766667
"Babatunde Olatunji","danceability",0.593866667
"Babatunde Olatunji","energy",0.7624
"Babatunde Olatunji","liveness",0.12804
"Babatunde Olatunji","tempo",132.613
"Babe Ruth","danceability",0.602666667
"Babe Ruth","energy",0.487
"Babe Ruth","liveness",0.102866667
"Babe Ruth","tempo",116.133
"Babes In Toyland ","danceability",0.408
"Babes In Toyland ","energy",0.87
"Babes In Toyland ","liveness",0.2815
"Babes In Toyland ","tempo",143.0665
"Babes in Toyland Children’s Chorus","danceability",0.545
"Babes in Toyland Children’s Chorus","energy",0.339
"Babes in Toyland Children’s Chorus","liveness",0.109
"Babes in Toyland Children’s Chorus","tempo",123.605
"Babes in Toyland Orchestra","danceability",0.3695
"Babes in Toyland Orchestra","energy",0.323
"Babes in Toyland Orchestra","liveness",0.1125
"Babes in Toyland Orchestra","tempo",117.648
"Babes in Toyland Villager’s Chorus","danceability",0.3725
"Babes in Toyland Villager’s Chorus","energy",0.363
"Babes in Toyland Villager’s Chorus","liveness",0.316
"Babes in Toyland Villager’s Chorus","tempo",117.8415
"Babik Reinhardt","danceability",0.533
"Babik Reinhardt","energy",0.416
"Babik Reinhardt","liveness",0.212
"Babik Reinhardt","tempo",108.043
"Baby","danceability",0.8255
"Baby","energy",0.8865
"Baby","liveness",0.1399
"Baby","tempo",132.33025
"Baby Alka","danceability",0.652333333
"Baby Alka","energy",0.199733333
"Baby Alka","liveness",0.309
"Baby Alka","tempo",134.9106667
"Baby Ariel","danceability",0.776
"Baby Ariel","energy",0.915
"Baby Ariel","liveness",0.173
"Baby Ariel","tempo",127.969
"Baby Bash","danceability",0.715608696
"Baby Bash","energy",0.606
"Baby Bash","liveness",0.17726087
"Baby Bash","tempo",100.657913
"Baby Boy","danceability",0.853
"Baby Boy","energy",0.342
"Baby Boy","liveness",0.135
"Baby Boy","tempo",90.01
"Baby Boy Da Prince","danceability",0.88
"Baby Boy Da Prince","energy",0.438
"Baby Boy Da Prince","liveness",0.0907
"Baby Boy Da Prince","tempo",90.02
"Baby Dodds","danceability",0.6505
"Baby Dodds","energy",0.421666667
"Baby Dodds","liveness",0.1805
"Baby Dodds","tempo",107.1226667
"Baby E","danceability",0.666
"Baby E","energy",0.468
"Baby E","liveness",0.25
"Baby E","tempo",150.011
"Baby G","danceability",0.722
"Baby G","energy",0.565
"Baby G","liveness",0.056
"Baby G","tempo",118.804
"Baby Huey & The Baby Sitters","danceability",0.48375
"Baby Huey & The Baby Sitters","energy",0.69025
"Baby Huey & The Baby Sitters","liveness",0.219425
"Baby Huey & The Baby Sitters","tempo",113.332
"Baby Keem","danceability",0.79725
"Baby Keem","energy",0.554
"Baby Keem","liveness",0.26875
"Baby Keem","tempo",111.28175
"Baby Leela Rao","danceability",0.497
"Baby Leela Rao","energy",0.36
"Baby Leela Rao","liveness",0.714
"Baby Leela Rao","tempo",87.138
"Baby Lullaby","danceability",0.706
"Baby Lullaby","energy",0.0849
"Baby Lullaby","liveness",0.131
"Baby Lullaby","tempo",94
"Baby Lullaby Academy","danceability",0.4195
"Baby Lullaby Academy","energy",0.076617
"Baby Lullaby Academy","liveness",0.13217
"Baby Lullaby Academy","tempo",90.9227
"Baby Meena","danceability",0.514
"Baby Meena","energy",0.23
"Baby Meena","liveness",0.18
"Baby Meena","tempo",186.056
"Baby Naptime","danceability",0.167
"Baby Naptime","energy",0.802
"Baby Naptime","liveness",0.731
"Baby Naptime","tempo",117.515
"Baby Radha","danceability",0.436
"Baby Radha","energy",0.573
"Baby Radha","liveness",0.119
"Baby Radha","tempo",120.099
"Baby Ranks","danceability",0.88
"Baby Ranks","energy",0.839
"Baby Ranks","liveness",0.0981
"Baby Ranks","tempo",94.032
"Baby Rasta","danceability",0.833
"Baby Rasta","energy",0.7268
"Baby Rasta","liveness",0.1838
"Baby Rasta","tempo",102.9378
"Baby Rasta & Gringo","danceability",0.705
"Baby Rasta & Gringo","energy",0.7495
"Baby Rasta & Gringo","liveness",0.338
"Baby Rasta & Gringo","tempo",131.5435
"Baby Saroj","danceability",0.674
"Baby Saroj","energy",0.187
"Baby Saroj","liveness",0.118
"Baby Saroj","tempo",151.809
"Baby Sleep","danceability",0.216
"Baby Sleep","energy",0.203
"Baby Sleep","liveness",0.133
"Baby Sleep","tempo",132.84
"Baby Sweet Dream","danceability",0
"Baby Sweet Dream","energy",0.00070008
"Baby Sweet Dream","liveness",0.7126
"Baby Sweet Dream","tempo",0
"Baby Washington","danceability",0.56
"Baby Washington","energy",0.55
"Baby Washington","liveness",0.1657
"Baby Washington","tempo",89.062
"BabyJake","danceability",0.753
"BabyJake","energy",0.7185
"BabyJake","liveness",0.162
"BabyJake","tempo",140.005
"Babyface","danceability",0.667704918
"Babyface","energy",0.557409836
"Babyface","liveness",0.16242459
"Babyface","tempo",116.7111148
"Babylon A.D.","danceability",0.517
"Babylon A.D.","energy",0.855
"Babylon A.D.","liveness",0.585
"Babylon A.D.","tempo",121.373
"Baccara","danceability",0.452
"Baccara","energy",0.754
"Baccara","liveness",0.151
"Baccara","tempo",122.5
"Bachat Heightz","danceability",0.919
"Bachat Heightz","energy",0.68
"Bachat Heightz","liveness",0.133
"Bachat Heightz","tempo",130.002
"Bachman-Turner Overdrive","danceability",0.505888889
"Bachman-Turner Overdrive","energy",0.635555556
"Bachman-Turner Overdrive","liveness",0.206492593
"Bachman-Turner Overdrive","tempo",129.2413333
"Bacilos","danceability",0.726333333
"Bacilos","energy",0.772666667
"Bacilos","liveness",0.132566667
"Bacilos","tempo",113.3615
"Backbone","danceability",0.913
"Backbone","energy",0.601
"Backbone","liveness",0.0806
"Backbone","tempo",89.97
"Backhouse Mike","danceability",0.484
